"Major","Course ID","Course Name","Credits","Prerequisites","Course Description","Detailed Course Prerequisite","Key Words"
"Electrical and Computer Engineering","E E 594","Robust Control ","3","E E 547","Basic foundations of linear analysis and control theory, model realization and reduction, balanced realization and truncation, stabilization problem, coprime factorizations, Youla parameterization, matrix inequalities, H-infinity and H2 control, KYP lemma, uncertain systems, robust H2, integral quadratic constraints, linear parameter varying synthesis, applications of robust control. ","A A 547/E E 547/M E 547","Control Systems & Optimization, Optimization, Differential Equations & Dynamical Systems"
"Electrical and Computer Engineering","E E 597","Networked Dynamics Systems","3","E E 547","Provides an overview of graph-theoretic techniques that are instrumental for studying dynamic systems that coordinate their states over a signal-exchange network. Topics include network models, network properties, dynamics over networks, formation control, biological networks, observability, controllability, and performance measures over networks.","A A 547/E E 547/M E 547","Differential Equations & Dynamical Systems, Discrete Mathematics & Graph Theory, Computer Networks & Security"
"Computer Science and Engineering","CSE 110","Computer Science Principles","5","","Introduces fundamental concepts of computer science and computational thinking. Includes logical reasoning, problem solving, data representation, abstraction, the creation of digital artifacts such as web pages and programs, managing complexity, operation of computers and networks, effective web searching, ethical, legal and social aspects of information technology","no","Computer-Aided Mathematics, Computation & Scientific Computing, Data Science & Data Engineering"
"Computer Science and Engineering","CSE 112","Advanced Placement (AP) Computer Science A","4","","Course awarded based on Advanced Placement (AP) score. Consult the Admissions Exams for Credit website for more information","no","Software Development & Engineering, Mathematics Education & Career Development, Data Science & Data Engineering"
"Computer Science and Engineering","CSE 121","Introduction to Computer Programming I ","4","","Introduction to computer programming for students without previous programming experience. Students write programs to express algorithmic thinking and solve computational problems motivated by modern societal and scientific needs. Includes procedural programming constructs (methods), control structures (loops, conditionals), and standard data types, including arrays","no","Computer-Aided Mathematics, Human-Computer Interaction & UI/UX, Computation & Scientific Computing"
"Computer Science and Engineering","CSE 122","Introduction to Computer Programming II","4","","Computer programming for students with some previous programming experience. Emphasizes program design, style, and decomposition. Uses data structures (e.g., lists, dictionaries, sets) to solve computational problems motivated by modern societal and scientific needs. Introduces data abstraction and interface versus implementation","no","Computer-Aided Mathematics, Computation & Scientific Computing, Data Science & Data Engineering"
"Computer Science and Engineering","CSE 123","Introduction to Computer Programming III","4","","Computer programming for students with significant previous programming experience. Emphasizes implementation and run-time analysis of data structures and algorithms using techniques including linked references, recursion, and object-oriented inheritance to solve computational problems motivated by modern societal and scientific needs","no","Computer-Aided Mathematics, Computation & Scientific Computing, Data Science & Data Engineering"
"Computer Science and Engineering","CSE 131","Science and Art of Digital Photography","4","","Covers the fundamentals of digital photography, including computational imaging; the elements of photographic composition and design; and the future of internet-enabled photography.","no","Computer Vision & Image Processing, Data Science & Data Engineering, Computation & Scientific Computing"
"Computer Science and Engineering","CSE 142","Computer Programming I ","4","","Basic programming-in-the-small abilities and concepts including procedural programming (methods, parameters, return, values), basic control structures (sequence, if/else, for loop, while loop), file processing, arrays, and an introduction to defining objects. Intended for students without prior programming experience","no","Computer-Aided Mathematics, Computation & Scientific Computing, Embedded & Real-Time Systems"
"Computer Science and Engineering","CSE 143","Computer Programming II","5","CSE 142","Continuation of CSE 142. Concepts of data abstraction and encapsulation including stacks, queues, linked lists, binary trees, recursion, instruction to complexity and use of predefined collection classes. ","CSE 142","Database & Data Management, Computation & Scientific Computing, Data Science & Data Engineering"
"Computer Science and Engineering","CSE 154","Web Programming","5","CSE 122, CSE 123, CSE 142, CSE 143, CSE 160, CSE 163","Covers languages, tools, and techniques for developing interactive and dynamic web pages. Topics include page styling, design, and layout; client and server side scripting; web security; and interacting with data sources such as databases.","a minimum grade of 2.0 in either CSE 122, CSE 123, CSE 142, CSE 143, CSE 160, or CSE 163","Database & Data Management, Human-Computer Interaction & UI/UX, Computer-Aided Mathematics"
"Computer Science and Engineering","CSE 160","Data Programming","4","CSE 123, CSE 143","Introduction to computer programming. Assignments solve real data manipulation tasks from science, engineering, business, and the humanities. Concepts of computational thinking, problem-solving, data analysis, Python programming, control and data abstraction, file processing, and data visualization. Intended for students without prior programming experience. ","Cannot be taken for credit if credit has already been earned for CSE 123 or CSE 143 (or equivalent)","Data Science & Data Engineering, Database & Data Management, Computation & Scientific Computing"
